Gene	sgRNA	OMM1|beta	OMM1|z	OMM1|p-value	OMM1|fdr	OMM1|wald-p-value	OMM1|wald-fdr
ADSS	5	0.0423	0.12106	0.65828	0.9272	0.90365	0.97135
ADSSL1	5	0.15722	1.254	0.1419	0.55404	0.20986	0.66469
ADTRP	5	0.20502	0.97198	0.050705	0.32619	0.33106	0.7317
AEBP1	5	-0.033296	-0.23731	0.91725	0.98633	0.81241	0.94001
AEBP2	5	0.30676	1.5831	0.0028879	0.05	0.11341	0.5895
AEN	5	-0.022861	-0.48961	0.97095	0.99341	0.62441	0.87102
AES	5	0.062798	0.42334	0.54393	0.88909	0.67205	0.88836
AFAP1	5	0.18815	1.4074	0.074808	0.4056	0.15929	0.63387
AFAP1L1	4	-0.014376	-0.11401	0.98939	0.99837	0.90923	0.97302
AFAP1L2	5	0.13994	1.3353	0.19371	0.62972	0.18179	0.6503
AFF1	5	-0.049103	-0.44056	0.83672	0.9697	0.65953	0.88425
AFF2	5	0.16711	1.1172	0.11791	0.5062	0.26393	0.6958
AFF3	5	-0.017578	-0.14481	0.99994	0.99994	0.88486	0.96444
AFF4	5	0.03129	0.18741	0.71982	0.94446	0.85134	0.95205
AFG3L2	5	-0.76053	-2.7981	0.0033322	0.054745	0.0051408	0.087162
AFM	5	0.095019	0.56759	0.37504	0.80259	0.57031	0.84784
AFMID	5	-0.04836	-0.34448	0.84033	0.97043	0.73048	0.9108
AFP	4	-0.018257	-0.096005	0.96845	0.99341	0.92352	0.97706
AFTPH	5	-0.07596	-0.90986	0.7131	0.94201	0.36289	0.74643
AGA	5	0.076755	0.70133	0.46757	0.85109	0.48309	0.80488
AGAP1	5	0.18667	1.2311	0.076641	0.40962	0.21828	0.67221
AGAP2	5	-0.19896	-1.4694	0.32739	0.76537	0.14173	0.62262
AGAP3	9	0.14731	1.5803	0.063534	0.3724	0.11405	0.59043
AGAP5	1	-0.076868	-0.51056	0.70738	0.9409	0.60966	0.86501
AGAP6	2	-0.70813	-1.4914	0.074531	0.40524	0.13584	0.61504
AGAP7	1	-0.058329	-0.22415	0.75786	0.95454	0.82264	0.94262
AGBL1	5	0.099676	0.53988	0.35061	0.78432	0.58928	0.85606
AGBL2	5	0.18244	1.1318	0.084305	0.42906	0.25773	0.69156
AGBL3	5	-0.0063274	-0.072871	0.9373	0.98882	0.94191	0.9826
AGBL4	5	-0.028064	-0.32829	0.9448	0.99035	0.74269	0.91553
AGBL5	5	0.02753	0.27104	0.74397	0.95135	0.78636	0.93013
AGER	5	0.029155	0.2384	0.73326	0.94693	0.81157	0.93987
AGFG1	5	0.01672	0.14143	0.80901	0.96637	0.88753	0.96528
AGFG2	5	0.044522	0.41249	0.64617	0.92333	0.67998	0.89125
AGGF1	5	-0.039569	-0.26523	0.88421	0.97921	0.79083	0.93122
AGK	5	-0.0034363	-0.02829	0.9218	0.98704	0.97743	0.99391
AGL	5	-0.1014	-0.54734	0.60957	0.90969	0.58415	0.85336
AGMAT	5	0.17476	1.2773	0.099522	0.46396	0.20149	0.65977
AGMO	5	0.14235	1.2288	0.18638	0.62148	0.21915	0.67268
AGO1	5	0.18935	1.0674	0.07342	0.40351	0.2858	0.7098
AGO2	5	0.12655	0.92674	0.23842	0.6811	0.35406	0.74219
AGO3	5	-0.029597	-0.19917	0.93597	0.98868	0.84213	0.94835
AGO4	5	0.084935	0.50049	0.42458	0.83121	0.61673	0.86696
AGPAT1	5	-0.25903	-1.6847	0.21821	0.65989	0.092042	0.56415
AGPAT2	5	-0.13954	-1.443	0.48251	0.85867	0.14903	0.62876
AGPAT3	5	0.15047	1.1351	0.1615	0.5857	0.25633	0.69156
AGPAT4	5	0.17303	1.2459	0.10324	0.47135	0.2128	0.66747
AGPAT5	5	0.16851	1.2073	0.11418	0.49686	0.22732	0.67589
AGPAT6	5	0.1078	0.63022	0.31456	0.75631	0.52855	0.82813
AGPAT9	5	0.11673	1.0477	0.27424	0.71711	0.29476	0.7153
AGPS	5	0.20115	1.1666	0.055259	0.34122	0.24337	0.68566
AGR2	5	0.037009	0.23505	0.68749	0.93409	0.81417	0.94068
AGR3	5	0.072579	0.25998	0.49106	0.86255	0.79488	0.93282
AGRN	5	0.11243	0.92174	0.29374	0.73835	0.35666	0.743
AGRP	5	-0.095714	-0.76014	0.63079	0.91715	0.44717	0.7884
AGT	5	0.2534	1.6041	0.014662	0.15718	0.10868	0.58475
AGTPBP1	5	0.18986	1.0009	0.072698	0.40159	0.31686	0.72478
AGTR1	5	0.013065	0.11045	0.83	0.96907	0.91205	0.9738
AGTR2	3	0.32028	1.1116	0.013829	0.15198	0.2663	0.69736
AGTRAP	9	0.084821	1.1551	0.26202	0.70703	0.24806	0.68814
AGXT	5	0.23291	1.7035	0.024658	0.21315	0.088466	0.55696
AGXT2	5	0.10399	0.95601	0.33106	0.76761	0.33907	0.73514
AHCTF1	5	-0.54899	-1.9814	0.020327	0.19122	0.04755	0.43941
AHCY	5	-0.15712	-1.1918	0.43069	0.83335	0.23334	0.67889
AHCYL1	5	-0.31842	-2.0143	0.14184	0.55404	0.043976	0.42123
AHCYL2	5	-0.1355	-1.242	0.49406	0.86419	0.21423	0.66793
AHDC1	5	0.033661	0.32378	0.7061	0.94055	0.7461	0.91658
AHI1	5	-0.073461	-0.55023	0.72426	0.94549	0.58216	0.85312
AHNAK	5	-0.2233	-1.8771	0.27896	0.72167	0.060504	0.48788
AHNAK2	5	0.16878	1.0244	0.11346	0.49491	0.30567	0.71836
AHR	5	-0.27246	-1.4396	0.19893	0.63488	0.14999	0.62893
AHRR	5	0.19543	1.4936	0.063757	0.37285	0.13528	0.61435
AHSA1	5	-0.093776	-0.95767	0.63929	0.92052	0.33823	0.73435
AHSA2	5	-0.25072	-1.3852	0.23131	0.6735	0.16599	0.63864
AHSG	5	0.066447	0.41929	0.52421	0.88018	0.675	0.89002
AHSP	5	-0.023692	-0.18515	0.96673	0.99341	0.85311	0.9528
AICDA	5	0.11682	1.0692	0.27402	0.71711	0.28498	0.7094
AIDA	4	0.0038829	0.028077	0.91803	0.98634	0.9776	0.99394
AIF1	9	0.02793	0.28251	0.60224	0.90792	0.77755	0.9273
AIF1L	8	0.012776	0.10854	0.7407	0.9496	0.91357	0.974
AIFM1	5	0.16952	0.93693	0.11174	0.49025	0.34879	0.74051
AIFM2	5	0.13262	1.2749	0.21765	0.65882	0.20233	0.66092
AIFM3	5	0.22593	1.7246	0.029601	0.23966	0.084608	0.54866
AIG1	5	-0.0058864	-0.054002	0.93552	0.98856	0.95693	0.98662
AIM1	5	0.1875	1.3646	0.075864	0.40813	0.17237	0.64504
AIM2	5	0.20331	1.0108	0.052816	0.33426	0.31209	0.72258
AIMP1	5	-0.15829	-1.0118	0.42797	0.83292	0.31162	0.72214
AIMP2	5	0.043147	0.35914	0.65362	0.92618	0.71949	0.90809
AIP	5	-0.1651	-1.5103	0.41053	0.82325	0.13095	0.60759
AIPL1	6	0.18207	1.6554	0.058703	0.35387	0.09785	0.57254
AIRE	5	0.24097	1.6034	0.020104	0.18993	0.10886	0.58475
AJAP1	5	0.036249	0.3033	0.69149	0.93546	0.76166	0.9225
AJUBA	10	0.046238	0.42171	0.45585	0.84665	0.67324	0.88886
AK1	5	-0.1985	-1.1073	0.32822	0.7656	0.26815	0.69882
AK2	5	-0.45577	-2.2753	0.047095	0.31257	0.022886	0.26952
AK3	5	-0.13156	-0.92137	0.50561	0.87081	0.35686	0.74301
AK4	3	-0.34653	-1.8065	0.19521	0.63113	0.070847	0.5181
AK5	5	0.042408	0.39443	0.65767	0.9272	0.69326	0.89827
AK6	4	-0.54172	-2.0847	0.043541	0.29841	0.037095	0.38173
AK7	5	0.19702	1.5956	0.061202	0.36286	0.11057	0.58557
AK8	5	-0.02639	-0.19843	0.95357	0.99151	0.84271	0.94863
AK9	4	0.21259	1.0667	0.072976	0.40171	0.28613	0.71004
AKAP1	5	-0.054452	-0.40418	0.8114	0.96699	0.68608	0.89434
AKAP10	5	0.016164	0.18596	0.81278	0.96703	0.85247	0.95246
AKAP11	5	0.039255	0.37947	0.67466	0.9308	0.70434	0.90296
AKAP12	5	0.089629	0.57966	0.40114	0.81625	0.56214	0.84402
AKAP13	5	0.13515	0.83973	0.2091	0.64586	0.40106	0.76475
AKAP14	7	0.28138	2.1111	0.0011663	0.025485	0.034764	0.36436
AKAP17A	5	0.11965	0.96517	0.2633	0.70872	0.33446	0.73263
AKAP2	5	0.031033	0.24771	0.7212	0.94454	0.80436	0.93696
AKAP3	5	0.071474	0.44095	0.49767	0.86697	0.65925	0.88414
AKAP4	5	0.01598	0.11003	0.81412	0.96728	0.91238	0.97384
AKAP5	5	-0.062339	-0.50361	0.77463	0.9592	0.61454	0.86684
AKAP6	5	-0.064495	-0.565	0.76558	0.95756	0.57207	0.84817
AKAP7	14	0.052173	0.56169	0.32261	0.76206	0.57433	0.84974
AKAP8	5	-0.11548	-0.94833	0.55815	0.89143	0.34296	0.73756
AKAP8L	5	-0.23011	-1.7394	0.26652	0.71025	0.081956	0.54277
AKAP9	5	-0.25315	-1.2075	0.22759	0.66977	0.22724	0.67589
AKIP1	5	-0.21995	-1.4506	0.28596	0.73006	0.14688	0.62746
AKIRIN1	6	-0.31382	-1.8097	0.11824	0.50715	0.070335	0.51772
AKIRIN2	5	-1.2336	-3.6847	0.00011107	0.004158	0.00022893	0.0077922
AKNA	5	-0.10341	-0.84549	0.60091	0.9079	0.39784	0.76324
AKNAD1	5	-0.00031451	-0.0036081	0.90448	0.98298	0.99712	0.99897
AKR1A1	5	0.3038	1.864	0.002999	0.051331	0.062322	0.49357
AKR1B1	5	-0.060994	-0.45711	0.78046	0.9603	0.64759	0.87964
AKR1B10	5	0.090185	0.42483	0.39809	0.81371	0.67096	0.88833
AKR1B15	5	-0.53868	-1.6855	0.02277	0.205	0.091883	0.56389
AKR1C1	4	0.17103	0.86161	0.15423	0.57187	0.3889	0.75908
AKR1C2	4	0.14427	0.56806	0.23298	0.67531	0.57	0.84771
AKR1C3	5	0.13437	0.96217	0.21193	0.64997	0.33596	0.73361
AKR1C4	5	0.0020303	0.013339	0.89143	0.98005	0.98936	0.99723
AKR1D1	5	-0.068026	-0.41879	0.74814	0.9519	0.67537	0.89006
AKR1E2	5	0.23847	1.3104	0.021271	0.19702	0.19005	0.6529
AKR7A2	5	-0.010919	-0.067091	0.96407	0.99308	0.94651	0.98396
AKR7A3	5	-0.11967	-0.76023	0.54349	0.88909	0.44712	0.7884
AKT1	5	0.090839	0.80662	0.39454	0.81226	0.41989	0.7752
AKT1S1	5	0.06804	0.60498	0.51511	0.87665	0.5452	0.83566
AKT2	5	0.049326	0.47567	0.6189	0.91336	0.63431	0.87455
AKT3	4	0.10939	0.50583	0.37554	0.80315	0.61297	0.86624
AKTIP	5	-0.17917	-0.81337	0.37426	0.80255	0.41601	0.77305
ALAD	5	0.061456	0.63415	0.55065	0.89085	0.52598	0.82679
ALAS1	5	0.067108	0.53689	0.51988	0.87765	0.59135	0.85623
ALAS2	5	0.054299	0.51607	0.58997	0.90423	0.6058	0.86353
ALB	5	0.061439	0.60071	0.55071	0.89085	0.54804	0.83695
ALCAM	5	-0.1162	-0.74995	0.5557	0.89143	0.45329	0.79196
ALDH16A1	5	0.17954	1.0753	0.090137	0.44296	0.28222	0.70853
ALDH18A1	5	0.048363	0.42109	0.62429	0.91465	0.67369	0.88926
ALDH1A1	5	0.037411	0.2797	0.68494	0.93299	0.77971	0.92795
ALDH1A2	5	0.04459	0.28927	0.64573	0.92333	0.77238	0.92599
ALDH1A3	5	0.12783	0.94252	0.23409	0.67743	0.34593	0.7388
ALDH1B1	5	0.031864	0.25094	0.71626	0.94256	0.80186	0.93615
ALDH1L1	5	0.28112	1.9517	0.0071087	0.098537	0.050978	0.45166
ALDH1L2	5	0.17284	1.1782	0.10363	0.47205	0.2387	0.6825
ALDH2	5	0.053788	0.38409	0.59269	0.90446	0.70091	0.9016
ALDH3A1	5	0.28285	2.0049	0.0068311	0.096319	0.044972	0.42709
ALDH3A2	5	0.17232	1.1687	0.10458	0.473	0.24251	0.68503
ALDH3B2	5	0.13913	1.0381	0.19621	0.63236	0.2992	0.71803
ALDH4A1	5	0.034885	0.30157	0.69904	0.93835	0.76298	0.92296
ALDH5A1	5	8.756e-05	0.00070947	0.90214	0.98199	0.99943	0.99971
ALDH6A1	5	0.040809	0.32451	0.66756	0.93048	0.74556	0.9165
ALDH7A1	5	-0.099086	-1.0242	0.61774	0.91277	0.30572	0.71836
ALDH8A1	5	0.097096	0.8646	0.36471	0.79581	0.38726	0.75835
ALDH9A1	5	-0.025149	-0.10773	0.95918	0.99208	0.91421	0.974
ALDOA	5	-0.40318	-2.1885	0.073864	0.40351	0.02863	0.31743
ALDOB	5	0.12042	0.93936	0.26086	0.70519	0.34755	0.74003
ALDOC	5	-0.2865	-1.7715	0.17944	0.61101	0.076479	0.53354
ALG1	4	-0.93603	-2.9445	0.0027769	0.048497	0.003235	0.060313
ALG10	3	-0.36783	-1.5037	0.17544	0.60402	0.13266	0.61013
ALG10B	3	-0.44464	-2.059	0.12368	0.51791	0.03949	0.39947
ALG11	5	-1.5603	-4.1241	0	0	3.722e-05	0.0020685
ALG12	5	0.13631	1.0739	0.20526	0.64275	0.28289	0.70858
ALG13	11	-0.27598	-2.1425	0.064423	0.37492	0.032155	0.34753
ALG14	5	-0.5337	-2.5933	0.023603	0.20844	0.0095069	0.13895
ALG1L	2	-1.1053	-2.3557	0.016328	0.16781	0.01849	0.22804
ALG2	5	-1.7504	-5.0959	0	0	3.4716e-07	5.5318e-05
ALG3	5	0.17334	1.3968	0.1028	0.47063	0.16248	0.63666
ALG5	5	-0.18536	-1.0587	0.36016	0.79221	0.28974	0.71165
ALG6	5	-0.029754	-0.2218	0.93513	0.98856	0.82447	0.94345
ALG8	5	-0.14061	-1.3109	0.47906	0.85665	0.18989	0.6529
ALG9	5	-0.046317	-0.33187	0.85005	0.97129	0.73999	0.91456
ALK	5	0.0063381	0.051353	0.86671	0.9747	0.95904	0.98728
ALKBH1	5	0.073924	0.39577	0.48351	0.85909	0.69227	0.89774
ALKBH2	5	-0.020858	-0.18464	0.98217	0.99634	0.85351	0.95315
ALKBH3	5	0.010318	0.099536	0.84555	0.97125	0.92071	0.9764
ALKBH4	5	0.074157	0.57252	0.48206	0.8585	0.56697	0.84623
ALKBH5	5	0.019828	0.17164	0.79068	0.96279	0.86372	0.95759
ALKBH6	5	-0.041729	-0.41287	0.87338	0.97635	0.6797	0.89103
ALKBH7	5	-0.17982	-1.5349	0.37254	0.80146	0.12482	0.60072
ALKBH8	5	0.035379	0.26462	0.69593	0.93732	0.7913	0.93143
ALLC	5	-0.1958	-1.4402	0.33361	0.7691	0.1498	0.6288
ALMS1	5	-0.14151	-0.97303	0.4764	0.85558	0.33054	0.7317
ALOX12	5	0.13916	0.94851	0.19605	0.63216	0.34287	0.73756
ALOX12B	5	0.033626	0.24684	0.70621	0.94055	0.80504	0.937
ALOX15	5	0.18861	0.89033	0.074364	0.40465	0.37329	0.75118
ALOX15B	5	0.092909	0.71731	0.38432	0.80712	0.47318	0.80012
ALOX5	5	-0.047996	-0.30753	0.84255	0.97076	0.75844	0.92194
ALOX5AP	5	0.14628	1.2373	0.17311	0.60143	0.21596	0.66953
ALOXE3	5	0.20349	1.8523	0.052705	0.33426	0.063979	0.49905
ALPI	5	0.13229	1.1002	0.2187	0.66085	0.27125	0.70096
ALPK1	5	-0.058825	-0.52895	0.79057	0.96279	0.59684	0.85925
ALPK2	5	0.22254	1.6069	0.032045	0.24968	0.10808	0.58466
ALPK3	5	-0.25625	-1.7276	0.22231	0.66539	0.084059	0.54802
ALPL	5	0.21311	1.3841	0.042375	0.29482	0.16632	0.63894
ALPP	3	0.1404	1.0064	0.32067	0.76147	0.31424	0.72381
ALPPL2	3	-0.014324	-0.081621	0.96024	0.99231	0.93495	0.98067
ALS2	5	0.042222	0.38887	0.65889	0.9272	0.69737	0.90007
ALS2CL	10	-0.031135	-0.3642	0.9855	0.99669	0.71571	0.90664
ALS2CR11	5	0.023942	0.14192	0.76641	0.95806	0.88715	0.96528
ALS2CR12	5	0.047001	0.29972	0.63296	0.91859	0.76439	0.92372
ALX1	5	0.23017	1.1845	0.026991	0.2271	0.2362	0.68053
ALX3	5	-0.29853	-2.1144	0.16456	0.59173	0.034483	0.36225
ALX4	5	0.08614	0.59973	0.41919	0.82964	0.54869	0.83733
ALYREF	5	-1.0788	-3.5145	0.00016661	0.0049505	0.00044053	0.013068
AMACR	5	0.0053357	0.057614	0.87254	0.97628	0.95406	0.98571
AMBN	4	0.23323	0.63069	0.048373	0.318	0.52824	0.82813
AMBP	5	0.137	1.3084	0.2026	0.63955	0.19072	0.6529
AMBRA1	5	0.083504	0.66141	0.43158	0.83398	0.50835	0.82006
AMD1	5	-0.42071	-2.0716	0.06359	0.37256	0.038302	0.39141
AMDHD1	5	0.005997	0.077144	0.8686	0.97591	0.93851	0.98237
AMDHD2	5	-0.10752	-1.2172	0.58619	0.90323	0.22354	0.67443
AMELX	6	0.040856	0.3208	0.62168	0.91339	0.74836	0.91784
AMELY	5	0.18635	1.3761	0.077085	0.41077	0.1688	0.64147
AMER1	5	0.11172	1.3877	0.29746	0.74245	0.16523	0.63798
AMER2	5	0.22821	1.6186	0.02788	0.23017	0.10553	0.58112
AMER3	5	0.0089454	0.087968	0.85399	0.97231	0.9299	0.97962
AMFR	5	-0.068039	-0.63263	0.74808	0.9519	0.52697	0.82756
AMH	4	-0.095469	-0.68129	0.63651	0.91987	0.49569	0.81154
AMHR2	5	0.048976	0.38626	0.6204	0.91336	0.69931	0.90079
AMICA1	5	0.11105	0.79302	0.29979	0.74336	0.42777	0.77793
AMIGO1	5	-0.13041	-1.1772	0.50966	0.87375	0.23911	0.6825
AMIGO2	5	0.05991	0.46684	0.55854	0.89182	0.64062	0.87665
AMIGO3	5	0.048082	0.39553	0.6259	0.91485	0.69245	0.89784
AMMECR1	5	0.25172	1.3748	0.015162	0.15974	0.1692	0.642
AMMECR1L	5	-0.03817	-0.23692	0.89131	0.98005	0.81272	0.94024
AMN	5	0.0499	0.5942	0.61513	0.91197	0.55238	0.83948
AMN1	5	0.16669	1.1518	0.1194	0.50996	0.24939	0.68814
AMOT	5	0.24073	1.4762	0.020104	0.18993	0.1399	0.62059
AMOTL1	5	0.020769	0.17688	0.78529	0.96215	0.8596	0.95601
AMOTL2	5	0.074502	0.65389	0.47956	0.85665	0.51318	0.82158
AMPD1	5	0.094696	1.0593	0.37637	0.80315	0.28946	0.71165
AMPD2	5	0.037166	0.31516	0.68644	0.93389	0.75264	0.91972
AMPD3	5	0.18025	1.3794	0.088804	0.44001	0.16778	0.63993
AMPH	5	0.062846	0.66629	0.54365	0.88909	0.50523	0.81801
AMT	5	-0.03523	-0.40755	0.90692	0.98397	0.6836	0.89282
AMTN	5	0.15415	0.6874	0.15067	0.56639	0.49183	0.80915
AMY1B	1	-0.40615	-1.2937	0.24381	0.68798	0.19576	0.65732
AMY2A	3	-0.24463	-1.0588	0.31267	0.75469	0.28967	0.71165
AMY2B	1	-0.0024553	-0.031596	0.92253	0.98734	0.97479	0.993
AMZ1	5	0.17491	1.4531	0.099189	0.46329	0.1462	0.62706
AMZ2	5	-0.15017	-0.97391	0.45035	0.84414	0.3301	0.73163
ANAPC1	4	-1.9843	-4.4614	0	0	8.1419e-06	0.0006212
ANAPC10	5	-1.952	-5.3337	0	0	9.621e-08	2.117e-05
ANAPC11	9	-0.95416	-3.2452	0	0	0.0011737	0.027993
ANAPC13	3	0.019253	0.074809	0.88104	0.97866	0.94037	0.9826
ANAPC15	6	-0.26908	-1.8854	0.16833	0.59724	0.059378	0.48291
ANAPC16	5	-0.19883	-1.3279	0.32772	0.76537	0.1842	0.65101
ANAPC2	5	-1.4889	-4.0484	0	0	5.157e-05	0.0026359
ANAPC4	5	-0.9222	-2.4172	0.00072198	0.017173	0.015641	0.20198
ANAPC5	5	-0.78607	-1.9567	0.0027213	0.047945	0.050382	0.44976
ANAPC7	5	0.072041	0.5718	0.49389	0.86407	0.56746	0.84667
ANG	5	-0.22641	-1.2269	0.27346	0.71684	0.21985	0.67268
ANGEL1	5	0.080689	0.75492	0.44591	0.84161	0.45029	0.7905
ANGEL2	5	-0.068974	-0.57516	0.74431	0.95138	0.56518	0.84559
ANGPT1	5	0.12543	1.0546	0.24236	0.68627	0.29159	0.71288
ANGPT2	5	0.24384	1.758	0.018716	0.18266	0.078742	0.5393
ANGPT4	5	0.32443	1.5361	0.0019438	0.038085	0.12451	0.60072
ANGPTL1	5	0.089838	0.90987	0.39998	0.81523	0.36289	0.74643
ANGPTL2	5	-0.11225	-0.98852	0.56903	0.89486	0.3229	0.72687
ANGPTL3	5	0.077133	0.38595	0.4654	0.84998	0.69954	0.9009
ANGPTL4	5	-0.16392	-1.5346	0.41336	0.82522	0.12487	0.60072
ANGPTL5	5	0.042099	0.13922	0.65939	0.9272	0.88927	0.9654
ANGPTL6	5	-0.01696	-0.20703	0.99711	0.99967	0.83599	0.947
ANGPTL7	5	0.19106	1.0279	0.070477	0.39434	0.30401	0.71836
ANHX	5	0.16155	0.89882	0.12979	0.53005	0.36875	0.74931
ANK1	13	0.035943	0.59138	0.44791	0.84265	0.55427	0.83988
ANK2	5	-0.039807	-0.3405	0.88321	0.97884	0.73348	0.91197
ANK3	5	-0.058981	-0.94542	0.78979	0.96279	0.34444	0.73843
ANKAR	5	-0.042223	-0.27737	0.87082	0.97628	0.7815	0.9284
ANKDD1A	5	-0.028391	-0.30537	0.94263	0.99008	0.76009	0.92194
ANKDD1B	5	0.086766	0.63645	0.41603	0.82783	0.52449	0.82679
ANKEF1	5	0.20869	1.5466	0.046596	0.31051	0.12197	0.59939
ANKFN1	5	0.012809	0.096475	0.83117	0.9693	0.92314	0.97691
ANKFY1	5	-0.097337	-0.7983	0.62385	0.9143	0.4247	0.77669
ANKH	5	0.19688	1.5261	0.061424	0.36334	0.127	0.60204
ANKHD1	5	-0.27122	-1.2434	0.2011	0.63787	0.21373	0.66788
ANKHD1-EIF4EBP3	5	-0.22898	-1.7715	0.26852	0.71206	0.076472	0.53354
ANKIB1	5	-0.071025	-0.47378	0.73437	0.94742	0.63566	0.87484
ANKK1	5	0.19244	1.2728	0.068588	0.38836	0.20308	0.66111
ANKLE1	5	-0.00392	-0.025292	0.9248	0.98767	0.97982	0.99437
ANKLE2	5	-2.032	-4.7489	0	0	2.0448e-06	0.00019902
ANKMY1	5	-0.0039257	-0.042736	0.9248	0.98767	0.96591	0.99078
ANKMY2	5	-0.037127	-0.24975	0.89631	0.98027	0.80278	0.93674
ANKRA2	5	-0.0055158	-0.023693	0.9333	0.98842	0.9811	0.99471
ANKRD1	5	-0.16299	-0.89032	0.41547	0.82736	0.37329	0.75118
ANKRD10	5	0.25956	1.3889	0.012551	0.14259	0.16487	0.63778
ANKRD11	5	-0.17338	-1.2641	0.38815	0.80826	0.2062	0.6634
ANKRD12	5	0.27403	1.4521	0.0086638	0.11231	0.14647	0.6272
ANKRD13A	5	0.030035	0.20607	0.72748	0.94549	0.83673	0.94726
ANKRD13B	5	-0.030053	-0.30109	0.93408	0.98842	0.76334	0.92319
ANKRD13C	4	0.1335	0.75423	0.27263	0.71654	0.45071	0.79075
ANKRD13D	5	0.066507	0.5925	0.52394	0.87996	0.55352	0.83988
ANKRD16	5	-0.071322	-0.50877	0.73314	0.94692	0.61091	0.8656
ANKRD17	5	-0.13957	-1.3408	0.48228	0.85853	0.18	0.64908
ANKRD18A	5	-0.12095	-0.97079	0.53921	0.88802	0.33165	0.7317
ANKRD2	5	0.13318	1.1388	0.21582	0.65531	0.25477	0.69088
ANKRD22	4	-0.16052	-0.73431	0.44252	0.83967	0.46276	0.79554
ANKRD23	5	-0.17125	-0.96663	0.39398	0.81176	0.33373	0.73202
ANKRD24	5	0.13621	1.447	0.2056	0.64299	0.14788	0.62776
ANKRD26	5	0.096001	0.55351	0.37021	0.79998	0.57991	0.85228
ANKRD27	5	-0.092211	-0.66634	0.64667	0.92333	0.5052	0.81801
ANKRD28	5	-0.00075487	-0.0073696	0.90725	0.9841	0.99412	0.99845
ANKRD29	5	0.27836	1.7722	0.007442	0.10136	0.076362	0.53354
ANKRD30A	5	0.058348	0.40289	0.56664	0.89486	0.68703	0.895
ANKRD30B	5	0.29244	1.1761	0.0047762	0.07233	0.23956	0.68287
ANKRD31	5	-0.12382	-1.1639	0.53027	0.88416	0.24448	0.68692
ANKRD32	5	0.020352	0.11373	0.78746	0.96263	0.90945	0.97302
ANKRD33	5	0.019309	0.15738	0.79335	0.96279	0.87494	0.96136
ANKRD33B	5	-0.031327	-0.23491	0.92714	0.98787	0.81428	0.94068
ANKRD34A	5	-0.13207	-1.2181	0.50411	0.87039	0.22317	0.67443
ANKRD34B	5	-0.012713	-0.086344	0.97412	0.99377	0.93119	0.9799
ANKRD34C	5	-0.16471	-1.3543	0.41192	0.82473	0.17564	0.6468
ANKRD35	4	-0.04217	-0.48651	0.85499	0.97258	0.6266	0.87178
ANKRD36	5	-0.60764	-2.1416	0.012107	0.13948	0.032224	0.34793
ANKRD37	5	0.1743	0.8495	0.10036	0.46548	0.3956	0.76177
ANKRD39	5	-0.28454	-1.7302	0.18194	0.61463	0.083587	0.54721
ANKRD40	5	-0.088603	-0.7644	0.6615	0.92823	0.44463	0.78695
ANKRD42	5	0.116	0.69166	0.27719	0.72061	0.48915	0.80757
ANKRD44	5	0.13692	1.1796	0.20293	0.64004	0.23818	0.68214
ANKRD45	5	0.22569	1.5518	0.029657	0.23989	0.12071	0.59799
ANKRD46	5	0.13144	0.69248	0.22176	0.66495	0.48864	0.80749
ANKRD49	5	-0.063874	-0.58906	0.76885	0.95872	0.55582	0.84076
ANKRD50	5	0.12356	0.71392	0.24908	0.69299	0.47528	0.80105
ANKRD52	5	-0.15318	-1.1482	0.44207	0.83967	0.25088	0.68903
ANKRD53	5	-0.038761	-0.32228	0.88843	0.97997	0.74724	0.9174
ANKRD54	5	-0.049476	-0.35156	0.8345	0.96948	0.72517	0.90841
ANKRD55	5	0.055591	0.51683	0.58258	0.90159	0.60528	0.86346
ANKRD6	5	0.083204	0.73147	0.43297	0.83451	0.46449	0.79642
ANKRD61	5	0.1304	0.98909	0.22481	0.66733	0.32262	0.72687
ANKRD62	5	0.18357	1.3083	0.082528	0.42599	0.19078	0.6529
ANKRD65	9	-0.26464	-1.4673	0.10602	0.47594	0.14231	0.62317
ANKRD66	5	-0.030967	-0.19493	0.92913	0.98795	0.84545	0.94991
ANKRD7	5	0.11661	0.43096	0.27469	0.71764	0.6665	0.88659
ANKRD9	5	0.092407	1.0089	0.38665	0.80824	0.313	0.72305
ANKS1A	5	0.095461	0.63778	0.37271	0.80146	0.52362	0.8266
ANKS1B	16	0.048426	0.60656	0.3094	0.75304	0.54414	0.83521
ANKS3	5	0.020186	0.16315	0.78863	0.96265	0.8704	0.96026
ANKS4B	5	0.1724	1.1266	0.10441	0.473	0.25993	0.69307
ANKS6	5	-0.046025	-0.49797	0.85099	0.97129	0.61851	0.86765
ANKZF1	5	0.015019	0.16075	0.81973	0.96811	0.87229	0.96069
ANLN	5	-0.081905	-0.73029	0.68799	0.9341	0.46521	0.79709
ANO1	5	-0.027353	-0.21124	0.94813	0.99083	0.8327	0.94621
ANO10	5	0.23298	1.0709	0.024547	0.21291	0.2842	0.70913
ANO3	5	0.018532	0.13832	0.79751	0.96383	0.88998	0.96553
ANO4	5	0.0078678	0.073749	0.85921	0.97292	0.94121	0.9826
ANO5	5	0.059481	0.51071	0.56092	0.89303	0.60956	0.86498
ANO6	5	0.0039994	0.030845	0.88026	0.97858	0.97539	0.9931
