Gene	sgRNA	OMM23|beta	OMM23|z	OMM23|p-value	OMM23|fdr	OMM23|wald-p-value	OMM23|wald-fdr
ADSSL1	5	0.18077	0.98712	0.067255	0.40461	0.32358	0.73068
ADTRP	5	0.13346	0.95766	0.18594	0.63027	0.33824	0.73992
AEBP1	5	0.015069	0.099968	0.833	0.97806	0.92037	0.98021
AEBP2	5	0.17723	1.0071	0.073087	0.42179	0.31387	0.72595
AEN	5	0.056933	0.7464	0.56403	0.89988	0.45542	0.79949
AES	5	0.1922	1.6167	0.051483	0.35723	0.10594	0.58643
AFAP1	5	0.11596	0.85508	0.25208	0.70548	0.39251	0.77324
AFAP1L1	4	0.16043	1.2409	0.15339	0.58554	0.21463	0.6724
AFAP1L2	5	0.18126	1.5737	0.066367	0.40155	0.11555	0.59818
AFF1	5	-0.065875	-0.70731	0.71315	0.95161	0.47938	0.81314
AFF2	5	0.15193	1.2679	0.12785	0.54241	0.20484	0.66696
AFF3	5	0.041124	0.4651	0.66345	0.93351	0.64186	0.88658
AFF4	5	0.031133	0.23137	0.73059	0.95787	0.81703	0.9506
AFG3L2	5	-1.076	-3.4833	0.0004443	0.012924	0.00049523	0.013825
AFM	5	0.24393	1.2204	0.012274	0.15034	0.2223	0.67842
AFMID	5	-0.11215	-1.0035	0.52544	0.88191	0.31563	0.72646
AFP	4	-0.08354	-0.64994	0.63956	0.92716	0.51573	0.82949
AFTPH	5	0.044238	0.28316	0.64223	0.92807	0.77705	0.9385
AGA	5	0.06417	0.44532	0.51955	0.87899	0.65609	0.89278
AGAP1	5	0.2565	1.7781	0.0086082	0.12081	0.075393	0.5338
AGAP2	5	-0.16399	-1.3634	0.37071	0.79909	0.17275	0.65074
AGAP3	9	0.22856	1.9464	0.0018327	0.0375	0.051609	0.45309
AGAP5	1	-0.059358	-0.25516	0.74447	0.96143	0.7986	0.94503
AGAP6	2	-0.6018	-1.3751	0.098578	0.48352	0.16911	0.64891
AGAP7	1	0.083808	0.19664	0.77091	0.96627	0.84411	0.95961
AGBL1	5	0.012804	0.11535	0.84738	0.97829	0.90817	0.97824
AGBL2	5	0.014897	0.17375	0.83422	0.97806	0.86206	0.96568
AGBL3	5	0.026483	0.19055	0.7603	0.96456	0.84888	0.9615
AGBL4	5	0.0043076	0.026204	0.9017	0.98493	0.97909	0.99417
AGBL5	5	0.066137	1.0009	0.50894	0.87384	0.31685	0.72668
AGER	5	0.16279	1.2066	0.1008	0.4886	0.2276	0.68073
AGFG1	5	0.22865	1.1536	0.018994	0.20118	0.24868	0.69325
AGFG2	5	0.10633	1.4362	0.29512	0.74954	0.15095	0.63241
AGGF1	5	0.022075	0.28848	0.78946	0.96998	0.77298	0.93778
AGK	5	0.10461	0.87041	0.3039	0.75866	0.38408	0.76783
AGL	5	-0.12081	-0.56893	0.49717	0.87002	0.56941	0.85363
AGMAT	5	0.17388	1.5931	0.078752	0.43457	0.11113	0.59363
AGMO	5	0.13145	1.0817	0.19355	0.64121	0.2794	0.71112
AGO1	5	-0.045668	-0.42782	0.8114	0.97454	0.66878	0.89802
AGO2	5	0.063042	0.43059	0.52632	0.88191	0.66677	0.89709
AGO3	5	0.057446	0.54664	0.5612	0.89926	0.58462	0.86088
AGO4	5	-0.028215	-0.28733	0.9017	0.98493	0.77386	0.9382
AGPAT1	5	0.0071834	0.058644	0.88504	0.98354	0.95324	0.98901
AGPAT2	5	-0.077506	-0.68751	0.66045	0.93176	0.49176	0.82036
AGPAT3	5	0.15061	1.4684	0.13218	0.55131	0.142	0.62395
AGPAT4	5	0.21095	1.8354	0.031267	0.26977	0.066454	0.50832
AGPAT5	5	0.10761	1.0032	0.2899	0.74646	0.31575	0.72646
AGPAT6	5	-0.18268	-1.1369	0.32728	0.77716	0.25556	0.69698
AGPAT9	5	0.090887	0.63359	0.37182	0.79909	0.52635	0.83425
AGPS	5	0.107	0.72861	0.2924	0.74787	0.46624	0.80605
AGR2	5	0.20975	1.2129	0.032156	0.2726	0.22515	0.67975
AGR3	5	0.068784	0.40001	0.49417	0.86926	0.68915	0.90581
AGRN	5	0.0076318	0.12687	0.88209	0.98354	0.89904	0.97573
AGRP	5	-0.071404	-0.73453	0.68699	0.9414	0.46262	0.80431
AGT	5	0.16842	1.5048	0.089359	0.46169	0.13238	0.61708
AGTPBP1	5	0.060317	0.45866	0.54382	0.88995	0.64648	0.88859
AGTR1	5	-0.080535	-0.74058	0.64851	0.92928	0.45895	0.8018
AGTR2	3	0.03262	0.11621	0.81795	0.97557	0.90749	0.97824
AGTRAP	9	0.076654	1.2685	0.28807	0.74444	0.20462	0.66696
AGXT	5	0.13841	1.131	0.16994	0.60928	0.25806	0.69881
AGXT2	5	0.22372	1.3397	0.022381	0.2229	0.18033	0.65377
AHCTF1	5	-0.47165	-1.6903	0.037099	0.29401	0.090971	0.57019
AHCY	5	-0.26206	-1.9491	0.1881	0.63475	0.051285	0.45178
AHCYL1	5	-0.45273	-2.3861	0.042652	0.3196	0.017026	0.2077
AHCYL2	5	0.034768	0.40891	0.70732	0.94995	0.68261	0.90302
AHDC1	5	-0.048468	-0.59084	0.79785	0.97179	0.55463	0.846
AHI1	5	-0.017618	-0.18051	0.96607	0.99463	0.85675	0.96429
AHNAK	5	-0.2604	-1.943	0.19055	0.63726	0.052012	0.45396
AHNAK2	5	0.12774	0.95174	0.20682	0.65725	0.34123	0.74205
AHR	5	-0.42013	-2.21	0.056148	0.36992	0.027105	0.29544
AHRR	5	0.12708	0.78758	0.20893	0.6598	0.43094	0.78965
AHSA1	5	-0.13288	-1.019	0.45907	0.8524	0.30818	0.72342
AHSA2	5	-0.0086682	-0.078503	0.97962	0.99573	0.93743	0.98439
AHSG	5	0.10589	0.60487	0.29707	0.75126	0.54527	0.84244
AHSP	5	0.06451	0.53474	0.51755	0.87832	0.59283	0.86468
AICDA	5	0.19681	1.4321	0.045429	0.33293	0.15211	0.63373
AIDA	4	-0.065635	-0.32317	0.71137	0.95083	0.74657	0.92791
AIF1	9	0.015572	0.13278	0.71043	0.95082	0.89437	0.97442
AIF1L	8	0.01864	0.10782	0.72148	0.95511	0.91414	0.97953
AIFM1	5	0.10196	0.61825	0.31628	0.76865	0.53641	0.83888
AIFM2	5	0.0044509	0.041324	0.90114	0.98493	0.96704	0.99217
AIFM3	5	0.1318	1.0666	0.19244	0.63989	0.28614	0.71439
AIG1	5	0.09512	0.9287	0.35066	0.79116	0.35305	0.74871
AIM1	5	0.15287	1.3109	0.12507	0.53645	0.18991	0.66107
AIM2	5	0.070674	0.42972	0.48262	0.86413	0.6674	0.89759
AIMP1	5	-0.18247	-1.1334	0.32772	0.77716	0.25704	0.69795
AIMP2	5	0.074978	0.67654	0.45763	0.8523	0.4987	0.82222
AIP	5	-0.16772	-1.4413	0.35955	0.79426	0.1495	0.63151
AIPL1	6	0.15641	1.2037	0.081973	0.44298	0.22872	0.68106
AIRE	5	0.17869	1.5193	0.070477	0.4143	0.12868	0.61418
AJAP1	5	0.13116	0.87979	0.19466	0.64288	0.37897	0.76493
AJUBA	10	0.10338	1.3462	0.13818	0.56188	0.17825	0.65317
AK1	5	0.0082383	0.085194	0.87865	0.98331	0.93211	0.98302
AK2	5	-0.19073	-1.4221	0.31045	0.76492	0.15499	0.63604
AK3	5	0.071775	0.4691	0.47667	0.86121	0.639	0.88535
AK4	3	-0.30424	-1.4161	0.2121	0.66469	0.15674	0.63737
AK5	5	0.046846	0.39727	0.62718	0.92332	0.69117	0.90612
AK6	4	-0.50029	-1.8828	0.051094	0.3559	0.059733	0.48621
AK7	5	0.071346	0.53478	0.4789	0.86206	0.5928	0.86468
AK8	5	-0.025005	-0.21059	0.92125	0.98721	0.83321	0.95552
AK9	4	0.11962	0.83385	0.29746	0.75144	0.40437	0.7788
AKAP1	5	0.07375	0.6562	0.46507	0.85571	0.5117	0.82745
AKAP10	5	0.018972	0.15921	0.80806	0.97398	0.87351	0.96857
AKAP11	5	0.09155	0.62068	0.36843	0.79863	0.53481	0.838
AKAP12	5	-0.037543	-0.27891	0.85383	0.97887	0.78031	0.93925
AKAP13	5	-0.11832	-1.0022	0.50444	0.87272	0.31625	0.72651
AKAP14	7	0.12173	0.98668	0.15106	0.58416	0.3238	0.73107
AKAP17A	5	0.106	0.84953	0.29662	0.75056	0.39559	0.77509
AKAP2	5	-0.092989	-0.68128	0.59725	0.91516	0.4957	0.82141
AKAP3	5	-0.011174	-0.084544	0.99428	0.99894	0.93262	0.98302
AKAP4	5	-0.012743	-0.079266	0.99617	0.99939	0.93682	0.98399
AKAP5	5	-0.22497	-1.775	0.24392	0.69892	0.0759	0.5347
AKAP6	5	0.0049962	0.038377	0.89748	0.98459	0.96939	0.99236
AKAP7	14	0.02031	0.33017	0.56687	0.90137	0.74127	0.92664
AKAP8	5	0.16845	1.2488	0.089359	0.46169	0.21174	0.67016
AKAP8L	5	-0.029988	-0.24002	0.89131	0.98406	0.81031	0.94955
AKAP9	5	0.11267	0.87592	0.26619	0.72054	0.38108	0.76582
AKIP1	5	-0.030421	-0.46367	0.88876	0.98354	0.64288	0.88683
AKIRIN1	6	-0.23683	-1.3314	0.19455	0.64288	0.18306	0.65738
AKIRIN2	5	-1.0998	-3.1428	0.0004443	0.012924	0.0016735	0.035577
AKNA	5	0.038625	0.33419	0.67988	0.93874	0.73824	0.92562
AKNAD1	5	-0.22004	-1.7342	0.25286	0.70548	0.082881	0.55375
AKR1A1	5	0.064818	0.57231	0.51599	0.87775	0.56711	0.85216
AKR1B1	5	-0.03753	-0.41456	0.85394	0.97887	0.67846	0.90192
AKR1B10	5	0.11619	0.77532	0.25147	0.70475	0.43815	0.79274
AKR1B15	5	-0.45818	-1.8268	0.040709	0.31125	0.067736	0.51239
AKR1C1	4	0.094922	0.64609	0.41381	0.82887	0.51822	0.8315
AKR1C2	4	0.17692	1.0653	0.10985	0.50847	0.28675	0.71522
AKR1C3	5	-0.043424	-0.36378	0.82139	0.97622	0.71602	0.917
AKR1C4	5	0.1372	0.93411	0.17394	0.61328	0.35025	0.74758
AKR1D1	5	0.038692	0.29022	0.67933	0.9384	0.77165	0.93714
AKR1E2	5	0.21434	1.2947	0.028824	0.25744	0.19544	0.66397
AKR7A2	5	0.0044551	0.038747	0.90114	0.98493	0.96909	0.99236
AKR7A3	5	-0.082884	-0.95711	0.63812	0.92676	0.33851	0.74016
AKT1	5	0.049733	0.51224	0.61007	0.91844	0.60848	0.87273
AKT1S1	5	0.11773	0.91037	0.2452	0.70041	0.36263	0.75537
AKT2	5	0.1127	1.3628	0.26602	0.72041	0.17295	0.65088
AKT3	4	0.14246	1.2113	0.20776	0.65863	0.22577	0.68022
AKTIP	5	-0.20731	-1.379	0.27713	0.73199	0.16788	0.64875
ALAD	5	-0.034116	-0.2632	0.86977	0.98268	0.79239	0.9432
ALAS1	5	-0.014101	-0.14298	0.98806	0.99664	0.88631	0.972
ALAS2	5	0.069307	0.45553	0.49111	0.86823	0.64872	0.8897
ALB	5	0.085282	0.69832	0.40126	0.8209	0.48498	0.81645
ALCAM	5	-0.17953	-1.4242	0.3335	0.78048	0.15438	0.63604
ALDH16A1	5	0.10123	0.9961	0.32034	0.77381	0.3192	0.72872
ALDH18A1	5	0.080639	0.66658	0.42608	0.83464	0.50504	0.82498
ALDH1A1	5	0.090824	0.73525	0.37199	0.79909	0.46218	0.80408
ALDH1A2	5	0.00043591	0.0024271	0.92464	0.98761	0.99806	0.9993
ALDH1A3	5	0.20925	1.4445	0.032489	0.27298	0.1486	0.6311
ALDH1B1	5	0.027277	0.17868	0.75614	0.96366	0.85819	0.96446
ALDH1L1	5	0.074766	0.49093	0.45857	0.8524	0.62348	0.879
ALDH1L2	5	0.18877	0.93598	0.055593	0.36842	0.34928	0.74702
ALDH2	5	0.10262	0.65481	0.31373	0.76773	0.51259	0.82794
ALDH3A1	5	0.12764	1.0422	0.2071	0.65732	0.29734	0.71806
ALDH3A2	5	0.089581	0.55403	0.37876	0.80519	0.57956	0.8591
ALDH3B2	5	0.072842	0.70898	0.47034	0.85823	0.47834	0.81314
ALDH4A1	5	0.17367	1.0281	0.078918	0.43509	0.30391	0.72095
ALDH5A1	5	-0.053538	-0.68503	0.77302	0.96673	0.49333	0.82069
ALDH6A1	5	-0.050055	-0.43776	0.78935	0.96997	0.66156	0.8947
ALDH7A1	5	-0.047167	-0.39508	0.80395	0.97398	0.69279	0.90684
ALDH8A1	5	0.063926	0.75544	0.52138	0.88035	0.44999	0.79745
ALDH9A1	5	-0.20543	-0.94532	0.28113	0.73779	0.34449	0.74454
ALDOA	5	-0.45501	-2.3909	0.041597	0.31563	0.016809	0.20617
ALDOB	5	0.097719	1.078	0.33728	0.78319	0.28106	0.71184
ALDOC	5	-0.19571	-1.5429	0.30096	0.75526	0.12285	0.60782
ALG1	4	-0.70765	-2.83	0.012163	0.15034	0.0046555	0.076345
ALG10	3	-0.29734	-1.322	0.21898	0.67252	0.18618	0.65953
ALG10B	3	-0.38628	-1.6521	0.14756	0.5772	0.098515	0.58042
ALG11	5	-1.2985	-3.1311	0.00011107	0.0047393	0.0017415	0.036497
ALG12	5	0.14288	0.94962	0.15462	0.58679	0.34231	0.74291
ALG13	11	-0.20876	-1.8937	0.13557	0.55804	0.058261	0.47989
ALG14	5	-0.31923	-2.2635	0.12385	0.53388	0.023603	0.26727
ALG1L	2	-0.76446	-1.4098	0.058203	0.37764	0.1586	0.63979
ALG2	5	-1.6417	-5.2239	0	0	1.7524e-07	3.3214e-05
ALG3	5	0.022607	0.18704	0.78529	0.96905	0.85163	0.96284
ALG5	5	-0.2853	-1.5826	0.15895	0.59365	0.11351	0.5965
ALG6	5	-0.001843	-0.012661	0.93902	0.9908	0.9899	0.9976
ALG8	5	-0.3821	-2.4492	0.077085	0.43119	0.014318	0.18143
ALG9	5	-0.10992	-0.89196	0.53343	0.88605	0.37242	0.76046
ALK	5	0.090503	0.76454	0.37388	0.80067	0.44454	0.79559
ALKBH1	5	0.012285	0.083964	0.85044	0.97829	0.93309	0.98305
ALKBH2	5	0.014025	0.14073	0.84016	0.97829	0.88808	0.97266
ALKBH3	5	-0.10997	-0.92653	0.53316	0.88585	0.35417	0.74913
ALKBH4	5	-0.13244	-1.246	0.4609	0.85381	0.21278	0.67168
ALKBH5	5	0.01517	0.14259	0.83256	0.97806	0.88661	0.972
ALKBH6	5	0.061977	0.6195	0.53366	0.88605	0.53558	0.83835
ALKBH7	5	-0.047494	-0.47014	0.80262	0.97398	0.63825	0.88498
ALKBH8	5	-0.27502	-1.4722	0.171	0.60985	0.14097	0.62361
ALLC	5	-0.028869	-0.23289	0.8982	0.98484	0.81585	0.95034
ALMS1	5	-0.19197	-1.3994	0.30834	0.76333	0.16168	0.6445
ALOX12	5	0.12119	1.078	0.23226	0.68862	0.28102	0.71184
ALOX12B	5	0.09677	1.0075	0.34183	0.7846	0.31368	0.72591
ALOX15	5	0.19119	1.1778	0.052649	0.36046	0.23889	0.68692
ALOX15B	5	0.10854	0.99279	0.28574	0.74311	0.32081	0.72872
ALOX5	5	-0.19023	-1.312	0.31129	0.76561	0.18951	0.66107
ALOX5AP	5	0.021504	0.28515	0.79201	0.97033	0.77553	0.9385
ALOXE3	5	0.16372	1.0009	0.098412	0.4831	0.31689	0.72668
ALPI	5	-0.024391	-0.14891	0.92491	0.98761	0.88163	0.97086
ALPK1	5	0.0074539	0.051985	0.88326	0.98354	0.95854	0.99025
ALPK2	5	0.16118	1.3142	0.10374	0.49353	0.18877	0.66033
ALPK3	5	-0.13792	-1.1427	0.44302	0.84475	0.25316	0.69587
ALPL	5	0.16383	1.5125	0.098134	0.48252	0.1304	0.61442
ALPP	3	0.13764	0.89917	0.29668	0.7506	0.36856	0.75817
ALPPL2	3	0.073954	0.81828	0.59297	0.91358	0.4132	0.7826
ALS2	5	0.053505	0.52552	0.58603	0.90911	0.59922	0.86747
ALS2CL	10	0.0018719	0.026925	0.8004	0.97286	0.97852	0.99417
ALS2CR11	5	-0.14135	-1.4454	0.4313	0.83801	0.14834	0.63084
ALS2CR12	5	-0.065844	-0.51799	0.71326	0.95162	0.60447	0.87056
ALX1	5	0.098266	0.72643	0.33483	0.78138	0.46758	0.80701
ALX3	5	-0.11636	-1.0632	0.51039	0.87524	0.28767	0.71554
ALX4	5	0.086608	1.0403	0.39381	0.81581	0.29819	0.71839
ALYREF	5	-1.164	-3.9485	0.00022215	0.0079681	7.8659e-05	0.0034169
AMACR	5	-0.035199	-0.32771	0.86393	0.98071	0.74313	0.92698
AMBN	4	0.084986	0.27025	0.46496	0.85568	0.78697	0.94088
AMBP	5	-0.027501	-0.21164	0.90586	0.98534	0.83239	0.95522
AMBRA1	5	0.16185	1.3549	0.10241	0.49095	0.17544	0.65197
AMD1	5	-0.29207	-1.8295	0.152	0.5849	0.067328	0.51045
AMDHD1	5	0.019112	0.14391	0.80729	0.97398	0.88557	0.97194
AMDHD2	5	-0.0033283	-0.029211	0.94863	0.99291	0.9767	0.99367
AMELX	6	-0.057383	-0.55996	0.75319	0.96333	0.57551	0.85712
AMELY	5	0.13021	0.96981	0.1976	0.6462	0.33214	0.73607
AMER1	5	0.080733	0.70393	0.42558	0.8343	0.48148	0.8143
AMER2	5	0.023544	0.20083	0.77907	0.96806	0.84083	0.9587
AMER3	5	-0.050619	-0.50043	0.78602	0.96905	0.61677	0.87699
AMFR	5	-0.05263	-0.45122	0.77713	0.9675	0.65183	0.89098
AMH	4	0.13107	1.1007	0.25169	0.70482	0.27104	0.70649
AMHR2	5	0.087592	1.0423	0.38887	0.81257	0.29727	0.71806
AMICA1	5	-0.16746	-1.4689	0.36038	0.79444	0.14186	0.62395
AMIGO1	5	-0.12348	-1.1934	0.4885	0.86728	0.2327	0.68334
AMIGO2	5	0.15922	0.79277	0.10935	0.50774	0.42791	0.78886
AMIGO3	5	0.078269	0.50557	0.4398	0.84295	0.61316	0.87502
AMMECR1	5	0.29115	1.4794	0.0024436	0.047516	0.13904	0.62169
AMMECR1L	5	-0.10448	-0.8218	0.55232	0.89318	0.41119	0.78133
AMN	5	0.08915	0.85362	0.38098	0.80755	0.39332	0.77374
AMN1	5	0.042444	0.34794	0.65428	0.93086	0.72789	0.9206
AMOT	5	0.039415	0.27905	0.67428	0.93684	0.78021	0.93925
AMOTL1	5	-0.096056	-0.73148	0.58442	0.90833	0.46449	0.8051
AMOTL2	5	0.11619	1.1613	0.25147	0.70475	0.24554	0.69113
AMPD1	5	0.015728	0.11675	0.82895	0.97786	0.90706	0.97812
AMPD2	5	-0.036813	-0.30323	0.8571	0.9795	0.76171	0.93439
AMPD3	5	0.10037	0.87777	0.32545	0.77716	0.38007	0.76517
AMPH	5	0.13215	0.84166	0.19116	0.6383	0.39998	0.77722
AMT	5	0.10615	0.81743	0.2959	0.75011	0.41368	0.7826
AMTN	5	-0.034579	-0.15269	0.86738	0.98221	0.87864	0.97049
AMY1B	1	-0.2509	-0.85187	0.34833	0.78953	0.39428	0.77395
AMY2A	3	-0.10188	-0.69296	0.57736	0.9055	0.48834	0.81866
AMY2B	1	-0.40655	-1.2053	0.21837	0.67145	0.22807	0.68086
AMZ1	5	0.11611	0.80746	0.25164	0.70478	0.4194	0.78511
AMZ2	5	-0.14577	-1.1953	0.41903	0.83022	0.23198	0.68286
ANAPC1	4	-1.8341	-3.9764	0	0	6.9961e-05	0.0031651
ANAPC10	5	-1.6972	-4.6649	0	0	3.0872e-06	0.00029568
ANAPC11	9	-0.86562	-2.8068	0.00011107	0.0047393	0.0050044	0.080743
ANAPC13	3	-0.21754	-1.215	0.31523	0.76865	0.22436	0.67958
ANAPC15	6	-0.069004	-0.50908	0.69549	0.94457	0.6107	0.874
ANAPC16	5	-0.20298	-1.8533	0.28607	0.74318	0.063838	0.49931
ANAPC2	5	-1.4651	-4.2247	5.5537e-05	0.0029762	2.3925e-05	0.001436
ANAPC4	5	-0.6419	-1.8303	0.010163	0.13647	0.067202	0.51014
ANAPC5	5	-0.78893	-2.0561	0.0027213	0.051042	0.039772	0.38928
ANAPC7	5	0.077328	0.69635	0.44441	0.84665	0.48621	0.81694
ANG	5	-0.089245	-0.56888	0.61174	0.91855	0.56944	0.85363
ANGEL1	5	-0.008659	-0.087577	0.97962	0.99573	0.93021	0.98254
ANGEL2	5	0.097676	0.74355	0.33744	0.78319	0.45715	0.8009
ANGPT1	5	0.081824	0.37125	0.41947	0.83046	0.71045	0.91459
ANGPT2	5	0.17624	0.88489	0.074586	0.42489	0.37622	0.76268
ANGPT4	5	0.17754	1.1246	0.072531	0.42034	0.26078	0.70005
ANGPTL1	5	0.0052782	0.024421	0.89548	0.9842	0.98052	0.99459
ANGPTL2	5	-0.084125	-0.7185	0.63329	0.92537	0.47245	0.80887
ANGPTL3	5	0.019193	0.1123	0.80695	0.97398	0.91058	0.97832
ANGPTL4	5	0.071678	0.50902	0.47734	0.86143	0.61074	0.874
ANGPTL5	5	-0.16025	-0.58279	0.38171	0.80804	0.56003	0.84834
ANGPTL6	5	0.11681	0.92819	0.24908	0.70375	0.35331	0.74871
ANGPTL7	5	0.16649	1.4933	0.092913	0.47113	0.13536	0.61908
ANHX	5	0.12467	1.1523	0.21854	0.67162	0.24919	0.69349
ANK1	13	0.12648	1.5611	0.038209	0.29965	0.11851	0.60407
ANK2	5	0.082834	0.65046	0.41425	0.82887	0.5154	0.82921
ANK3	5	-0.049469	-0.48534	0.79262	0.97038	0.62743	0.8802
ANKAR	5	0.0049552	0.044738	0.89776	0.98477	0.96432	0.99208
ANKDD1A	5	0.10699	0.80851	0.2924	0.74787	0.4188	0.78469
ANKDD1B	5	0.16716	1.2641	0.091747	0.46772	0.20619	0.66696
ANKEF1	5	0.081949	0.57707	0.4188	0.82996	0.56389	0.8503
ANKFN1	5	0.01008	0.072321	0.86666	0.98213	0.94235	0.9859
ANKFY1	5	0.12818	0.72243	0.20499	0.65585	0.47003	0.80796
ANKH	5	0.24808	1.5182	0.011163	0.14492	0.12897	0.61419
ANKHD1	5	-0.18848	-1.1989	0.31423	0.76791	0.23057	0.68215
ANKHD1-EIF4EBP3	5	-0.084624	-0.56543	0.63096	0.92473	0.57178	0.85499
ANKIB1	5	-0.061927	-0.49904	0.73287	0.95787	0.61775	0.87699
ANKK1	5	0.1627	1.1496	0.10097	0.4886	0.2503	0.69401
ANKLE1	5	0.2295	1.5321	0.018605	0.19822	0.12549	0.61035
ANKLE2	5	-1.7034	-4.2206	0	0	2.4367e-05	0.001448
ANKMY1	5	0.049877	0.51794	0.60907	0.91805	0.6045	0.87056
ANKMY2	5	-0.016136	-0.18503	0.97612	0.99559	0.8532	0.96342
ANKRA2	5	-0.053251	-0.15242	0.77424	0.96673	0.87886	0.97049
ANKRD1	5	-0.2177	-1.6688	0.25697	0.71047	0.095163	0.57524
ANKRD10	5	0.24011	1.782	0.013607	0.16193	0.074752	0.53307
ANKRD11	5	-0.10001	-1.1141	0.57042	0.90258	0.26526	0.70229
ANKRD12	5	0.13064	1.1131	0.19643	0.64518	0.26567	0.70229
ANKRD13A	5	0.13074	1.0269	0.19616	0.64518	0.30445	0.72109
ANKRD13B	5	-0.088969	-0.70334	0.6128	0.91889	0.48184	0.8143
ANKRD13C	4	0.071527	0.43584	0.53876	0.88914	0.66295	0.89551
ANKRD13D	5	-0.033007	-0.3381	0.87604	0.98331	0.73528	0.92407
ANKRD16	5	0.012662	0.14163	0.84811	0.97829	0.88737	0.97222
ANKRD17	5	-0.1179	-0.82382	0.50561	0.87272	0.41004	0.78121
ANKRD18A	5	-0.19903	-1.4804	0.29429	0.74908	0.13878	0.62169
ANKRD2	5	0.098791	0.79103	0.33239	0.77997	0.42893	0.78894
ANKRD22	4	-0.3089	-1.7235	0.17233	0.61107	0.084796	0.55846
ANKRD23	5	-0.10023	-0.64663	0.56953	0.9024	0.51787	0.83123
ANKRD24	5	0.0065537	0.069724	0.88865	0.98354	0.94441	0.98616
ANKRD26	5	0.26211	1.348	0.0068866	0.10248	0.17765	0.65317
ANKRD27	5	-0.0045416	-0.045931	0.95579	0.99343	0.96337	0.99145
ANKRD28	5	0.021202	0.14613	0.79418	0.97054	0.88382	0.97151
ANKRD29	5	0.25282	1.4089	0.0098301	0.13389	0.15886	0.63992
ANKRD30A	5	0.0065673	0.030978	0.88854	0.98354	0.97529	0.99299
ANKRD30B	5	0.40241	1.3262	0.00016661	0.0064378	0.18479	0.65918
ANKRD31	5	-0.053188	-0.49203	0.77458	0.96673	0.6227	0.87868
ANKRD32	5	-0.028028	-0.26598	0.9027	0.98493	0.79026	0.94272
ANKRD33	5	-0.03133	-0.3781	0.88371	0.98354	0.70536	0.91257
ANKRD33B	5	0.12128	0.97435	0.23192	0.68862	0.32988	0.735
ANKRD34A	5	-0.13235	-0.99526	0.46129	0.85409	0.31961	0.72872
ANKRD34B	5	-0.017315	-0.1341	0.9689	0.99476	0.89332	0.97432
ANKRD34C	5	0.094021	0.87987	0.35605	0.79334	0.37893	0.76493
ANKRD35	4	-0.093169	-1.1779	0.60124	0.91638	0.23884	0.68689
ANKRD36	5	-0.36524	-2.1524	0.087415	0.45584	0.031369	0.32916
ANKRD37	5	-0.03023	-0.38475	0.88987	0.98361	0.70043	0.90956
ANKRD39	5	-0.33621	-2.2662	0.1093	0.50774	0.023441	0.26596
ANKRD40	5	0.040186	0.29811	0.66883	0.93502	0.76562	0.93502
ANKRD42	5	-0.10721	-0.61685	0.54282	0.88995	0.53734	0.83909
ANKRD44	5	0.001752	0.028117	0.91797	0.98716	0.97757	0.99374
ANKRD45	5	-0.070007	-0.54663	0.69321	0.94375	0.58463	0.86088
ANKRD46	5	0.097816	0.75468	0.33667	0.7825	0.45044	0.79755
ANKRD49	5	-0.0045277	-0.041958	0.95574	0.99343	0.96653	0.99217
ANKRD50	5	0.078438	0.48331	0.43896	0.84273	0.62887	0.88045
ANKRD52	5	-0.22524	-1.8547	0.24359	0.69874	0.063641	0.49931
ANKRD53	5	0.048435	0.52714	0.61829	0.92104	0.5981	0.8669
ANKRD54	5	-0.093212	-0.99845	0.59613	0.91432	0.31806	0.72764
ANKRD55	5	0.21658	1.9702	0.027158	0.24974	0.048812	0.4413
ANKRD6	5	0.028193	0.32796	0.75031	0.96315	0.74294	0.92698
ANKRD61	5	0.17616	1.5399	0.074808	0.42489	0.12359	0.60782
ANKRD62	5	0.17415	1.4179	0.077974	0.43253	0.15622	0.63712
ANKRD65	9	-0.13104	-1.1176	0.39093	0.81401	0.26376	0.70172
ANKRD66	5	-0.10463	-0.71951	0.55187	0.89298	0.47183	0.80865
ANKRD7	5	-0.056122	-0.34844	0.76052	0.96456	0.72751	0.92059
ANKRD9	5	0.10103	0.75263	0.3215	0.77469	0.45167	0.79769
ANKS1A	5	0.13553	1.2216	0.17866	0.61842	0.22186	0.67825
ANKS1B	16	0.05186	0.63774	0.27857	0.73408	0.52364	0.83284
ANKS3	5	0.18988	1.4065	0.054149	0.36411	0.15957	0.64123
ANKS4B	5	0.15839	1.3894	0.11113	0.51006	0.16472	0.64636
ANKS6	5	-0.084189	-0.88965	0.63296	0.92537	0.37365	0.76115
ANKZF1	5	-0.061713	-0.56911	0.73353	0.95787	0.56928	0.85357
ANLN	5	-0.058667	-0.68569	0.74764	0.96226	0.49291	0.82069
ANO1	5	-0.15225	-1.6533	0.40253	0.82093	0.098267	0.57994
ANO10	5	0.18952	1.3669	0.054315	0.36411	0.17166	0.65045
ANO3	5	-0.029069	-0.28341	0.89687	0.98446	0.77687	0.9385
ANO4	5	0.037312	0.48964	0.68927	0.94295	0.62439	0.87902
ANO5	5	0.10965	0.80959	0.28018	0.7365	0.41818	0.78453
ANO6	5	0.038105	0.26899	0.68344	0.9404	0.78794	0.94147
ANO7	5	0.09095	0.75791	0.37143	0.79909	0.44851	0.79714
