Gene	sgRNA	Mel270|beta	Mel270|z	Mel270|p-value	Mel270|fdr	Mel270|wald-p-value	Mel270|wald-fdr
ADSS	5	-0.31152	-1.1339	0.13895	0.54203	0.25685	0.61533
ADSSL1	5	0.10875	0.74921	0.35022	0.76381	0.45373	0.73785
ADTRP	5	0.16867	1.0697	0.14823	0.55725	0.28474	0.63123
AEBP1	5	-0.0048935	-0.044982	0.93647	0.98637	0.96412	0.98698
AEBP2	5	0.1122	0.70984	0.33589	0.75065	0.4778	0.75062
AEN	5	-0.16283	-1.8371	0.41097	0.80265	0.066193	0.44078
AES	5	0.047147	0.51966	0.64751	0.89748	0.6033	0.81899
AFAP1	5	0.23388	1.42	0.042486	0.30947	0.1556	0.54247
AFAP1L1	4	0.25945	1.5546	0.040153	0.29851	0.12004	0.51477
AFAP1L2	5	0.22658	1.4559	0.049372	0.33815	0.14542	0.53216
AFF1	5	-0.080462	-0.7679	0.6951	0.91291	0.44255	0.73039
AFF2	5	0.14949	0.90591	0.19771	0.62021	0.36498	0.68234
AFF3	5	-0.25672	-1.728	0.21004	0.63659	0.083996	0.47146
AFF4	5	-0.34402	-2.3739	0.10819	0.49354	0.017601	0.21144
AFG3L2	5	-0.50944	-2.7543	0.026769	0.23709	0.0058813	0.093975
AFM	5	0.19817	0.82371	0.086915	0.44717	0.4101	0.71009
AFMID	5	-0.066484	-0.51621	0.75464	0.93239	0.60571	0.82015
AFP	4	0.023232	0.13139	0.82667	0.95779	0.89547	0.95969
AFTPH	5	-0.097967	-0.93184	0.62074	0.88803	0.35142	0.67232
AGA	5	0.025626	0.23209	0.76813	0.93815	0.81647	0.92287
AGAP1	5	0.21515	1.8357	0.062535	0.38169	0.066395	0.4413
AGAP2	5	-0.44325	-2.4764	0.048817	0.33626	0.013273	0.17319
AGAP3	9	0.049739	0.527	0.49572	0.84377	0.59819	0.8163
AGAP5	1	-0.077112	-0.26591	0.72903	0.92483	0.79031	0.91195
AGAP6	2	-0.39863	-1.0148	0.20432	0.63072	0.31018	0.64745
AGAP7	1	-0.16042	-1.1457	0.55987	0.86764	0.25192	0.61251
AGBL1	5	0.027799	0.27076	0.7533	0.93196	0.78657	0.9111
AGBL2	5	0.23223	1.7294	0.044041	0.31594	0.08374	0.47089
AGBL3	5	-0.15269	-1.2954	0.43952	0.81817	0.19518	0.57238
AGBL4	5	0.054997	0.37954	0.60641	0.88384	0.70429	0.87211
AGBL5	5	-0.0063016	-0.041794	0.94474	0.9889	0.96666	0.9881
AGER	5	0.21678	1.632	0.061035	0.37727	0.10269	0.49505
AGFG1	5	0.16077	1.4654	0.16806	0.58665	0.14282	0.53216
AGFG2	5	-0.029322	-0.45081	0.9358	0.98619	0.65213	0.84618
AGGF1	5	-0.030622	-0.19612	0.9298	0.98558	0.84451	0.93597
AGK	5	-0.037151	-0.29627	0.89665	0.97642	0.76702	0.90355
AGL	5	-0.092706	-0.45408	0.6434	0.897	0.64977	0.84513
AGMAT	5	0.16285	1.1173	0.16272	0.57864	0.26388	0.61907
AGMO	5	0.23882	1.4954	0.03771	0.28845	0.13482	0.52738
AGO1	5	0.18159	1.6898	0.11757	0.50975	0.091065	0.48309
AGO2	5	0.031979	0.52277	0.73237	0.92599	0.60113	0.81776
AGO3	5	0.10229	0.6683	0.37704	0.78034	0.50394	0.76548
AGO4	5	0.0776	0.64461	0.491	0.84175	0.51918	0.77547
AGPAT1	5	-0.20607	-1.4858	0.3054	0.72554	0.13734	0.52951
AGPAT2	5	0.032034	0.23398	0.73192	0.92575	0.815	0.92208
AGPAT3	5	0.15192	1.4168	0.19038	0.61423	0.15654	0.54287
AGPAT4	5	0.23368	1.6386	0.042652	0.31018	0.1013	0.49352
AGPAT5	5	0.14166	0.98786	0.22304	0.65333	0.32322	0.65579
AGPAT6	5	0.17172	1.1633	0.13956	0.54276	0.24469	0.60649
AGPAT9	5	0.10865	0.95892	0.35077	0.76428	0.3376	0.66326
AGPS	5	0.078331	0.64754	0.48756	0.84061	0.51728	0.7744
AGR2	5	0.22415	0.99896	0.05226	0.34839	0.31782	0.65286
AGR3	5	0.045329	0.17664	0.65761	0.90132	0.85979	0.94335
AGRN	5	0.24653	2.0769	0.031656	0.26301	0.037812	0.35516
AGRP	5	0.1363	1.0009	0.24214	0.67325	0.31687	0.6527
AGT	5	0.21674	1.4738	0.061091	0.37749	0.14054	0.53216
AGTPBP1	5	0.20978	1.1524	0.068588	0.39929	0.24915	0.60983
AGTR1	5	0.041464	0.30668	0.679	0.90765	0.75909	0.89895
AGTR2	3	0.41195	1.2228	0.0031656	0.055286	0.22141	0.59191
AGTRAP	9	0.16764	1.6769	0.051205	0.34519	0.09356	0.48569
AGXT	5	0.27046	1.5045	0.017439	0.18108	0.13246	0.52696
AGXT2	5	0.082467	0.67643	0.46895	0.83164	0.49877	0.76322
AHCTF1	5	-0.74629	-2.3739	0.003721	0.062326	0.017602	0.21144
AHCY	5	-0.14956	-1.1854	0.44874	0.82128	0.23587	0.6019
AHCYL1	5	-0.20935	-1.5211	0.29818	0.7193	0.12824	0.5223
AHCYL2	5	-0.20206	-1.0989	0.31412	0.73293	0.27181	0.6248
AHDC1	5	-0.0066933	-0.0793	0.94685	0.9889	0.93679	0.97728
AHI1	5	0.19898	1.2838	0.085416	0.44493	0.19923	0.5751
AHNAK	5	-0.28624	-1.6557	0.16794	0.58665	0.09778	0.48912
AHNAK2	5	0.096242	1.0308	0.40314	0.7973	0.30265	0.64192
AHR	5	-0.25466	-1.863	0.21365	0.64106	0.062457	0.43472
AHRR	5	0.14533	1.3268	0.21126	0.6374	0.18457	0.56556
AHSA1	5	0.1468	0.99894	0.20649	0.63361	0.31783	0.65286
AHSA2	5	-0.11338	-0.99449	0.56598	0.86961	0.31999	0.65414
AHSG	5	0.16476	1.2009	0.15789	0.57134	0.2298	0.59882
AHSP	5	0.072895	0.59222	0.51427	0.85013	0.5537	0.79291
AICDA	5	0.24371	1.6132	0.033655	0.2709	0.1067	0.49954
AIDA	4	0.10259	0.63301	0.43263	0.81409	0.52673	0.77851
AIF1	9	-0.07519	-0.8308	0.68938	0.91109	0.40609	0.70827
AIF1L	8	0.21693	1.3767	0.016939	0.17801	0.16862	0.55221
AIFM1	5	0.18753	1.0477	0.10669	0.49068	0.29478	0.63643
AIFM2	5	-0.022241	-0.16395	0.97157	0.99088	0.86977	0.94778
AIFM3	5	-0.10703	-0.69518	0.58792	0.87799	0.48694	0.75546
AIG1	5	-0.0061755	-0.039146	0.94396	0.9889	0.96877	0.98903
AIM1	5	0.20359	1.4432	0.078196	0.42667	0.14896	0.53557
AIM2	5	0.092551	0.56739	0.42075	0.80905	0.57045	0.80215
AIMP1	5	0.029407	0.15972	0.74453	0.92975	0.8731	0.94934
AIMP2	5	-0.0099044	-0.091365	0.96273	0.99042	0.9272	0.9736
AIP	5	0.064197	0.59883	0.55848	0.86751	0.54929	0.79002
AIPL1	6	0.1285	1.081	0.22209	0.65194	0.2797	0.6286
AIRE	5	0.34266	1.8149	0.0023326	0.045016	0.069541	0.4486
AJAP1	5	0.18058	1.3975	0.12029	0.51509	0.16227	0.54766
AJUBA	10	0.1123	1.2436	0.15773	0.57097	0.21366	0.58515
AK1	5	0.02849	0.17652	0.74958	0.9307	0.85988	0.94335
AK2	5	-0.34022	-1.6608	0.11218	0.49828	0.096762	0.48873
AK3	5	0.088616	0.63386	0.43985	0.81827	0.52617	0.77834
AK4	3	-0.45806	-1.6754	0.10635	0.49015	0.093847	0.48569
AK5	5	0.020227	0.15861	0.79912	0.94922	0.87398	0.94985
AK6	4	-0.5586	-1.6367	0.032545	0.26588	0.1017	0.49368
AK7	5	0.2075	1.27	0.072587	0.41361	0.20408	0.57773
AK8	5	0.022364	0.20279	0.78702	0.9457	0.8393	0.93367
AK9	4	0.25583	0.78465	0.043374	0.31303	0.43266	0.72408
AKAP1	5	-0.049142	-0.41739	0.83611	0.96045	0.67639	0.85744
AKAP10	5	0.29494	1.279	0.0092191	0.1196	0.20089	0.57681
AKAP11	5	-0.021973	-0.26944	0.97323	0.99146	0.78759	0.91162
AKAP12	5	-0.063192	-0.59972	0.76824	0.93815	0.5487	0.78968
AKAP13	5	-0.034502	-0.19419	0.91125	0.98049	0.84603	0.93668
AKAP14	7	0.044984	0.34058	0.58797	0.87799	0.73342	0.88688
AKAP17A	5	0.35975	1.713	0.0014995	0.032767	0.086716	0.47704
AKAP2	5	0.09031	0.62892	0.43025	0.81303	0.5294	0.77935
AKAP3	5	-0.062236	-0.50506	0.77224	0.93979	0.61351	0.82537
AKAP4	5	0.079235	0.61494	0.48384	0.83865	0.53859	0.78405
AKAP5	5	-0.073128	-0.55229	0.72459	0.92224	0.58075	0.80654
AKAP6	5	-0.12414	-1.4143	0.52871	0.85519	0.15727	0.54351
AKAP7	14	0.0098999	0.10423	0.6655	0.90378	0.91699	0.96917
AKAP8	5	0.081847	0.90419	0.47173	0.83291	0.3659	0.68301
AKAP8L	5	-0.15522	-1.406	0.43208	0.81409	0.15973	0.54473
AKAP9	5	0.004139	0.028898	0.8867	0.97342	0.97695	0.99132
AKIP1	5	0.061627	0.44837	0.57075	0.8713	0.65389	0.84637
AKIRIN1	6	-0.13358	-1.0855	0.4709	0.83283	0.2777	0.62746
AKIRIN2	5	-1.1296	-3.5242	0.00016661	0.0059172	0.00042481	0.013443
AKNA	5	0.12531	1.1931	0.28218	0.70982	0.23281	0.60109
AKNAD1	5	-0.085472	-0.83614	0.674	0.90683	0.40308	0.70608
AKR1A1	5	0.34838	1.8605	0.0019438	0.039194	0.062815	0.43472
AKR1B1	5	-0.097516	-0.86114	0.62274	0.88858	0.38916	0.69684
AKR1B10	5	-0.017882	-0.08256	0.99434	0.99816	0.9342	0.97628
AKR1B15	5	-0.59979	-2.2583	0.011718	0.14048	0.02393	0.26289
AKR1C1	4	0.0028386	0.02174	0.92625	0.98466	0.98265	0.99368
AKR1C2	4	0.19516	0.84308	0.13096	0.53001	0.39918	0.70388
AKR1C3	5	0.16952	1.0371	0.14617	0.55432	0.29968	0.63926
AKR1C4	5	0.12148	1.0773	0.2954	0.71685	0.28136	0.62976
AKR1D1	5	-0.20788	-1.2922	0.30123	0.72299	0.1963	0.57266
AKR1E2	5	0.26034	1.3479	0.022715	0.2147	0.17768	0.56041
AKR7A2	5	0.12376	1.3424	0.28724	0.71224	0.17946	0.5627
AKR7A3	5	-0.025973	-0.17976	0.95424	0.9902	0.85734	0.94245
AKT1	5	0.053565	0.28331	0.61441	0.88632	0.77694	0.90655
AKT1S1	5	0.1416	1.1252	0.22309	0.65333	0.2605	0.61717
AKT2	5	0.038407	0.34369	0.69593	0.91347	0.73108	0.88526
AKT3	4	0.19674	0.76796	0.12796	0.52411	0.44251	0.73039
AKTIP	5	-0.074081	-0.435	0.72082	0.92137	0.66356	0.85161
ALAD	5	0.060234	0.54335	0.57781	0.87392	0.58689	0.80996
ALAS1	5	0.14106	0.94381	0.22465	0.65442	0.34527	0.66862
ALAS2	5	0.11173	0.51325	0.33822	0.75306	0.60778	0.82164
ALB	5	0.092682	0.98146	0.42008	0.80881	0.32637	0.65717
ALCAM	5	-0.038178	-0.31782	0.89126	0.97445	0.75062	0.89549
ALDH16A1	5	0.059099	0.49591	0.58503	0.87747	0.61996	0.82836
ALDH18A1	5	0.21979	1.4882	0.057259	0.3656	0.13669	0.52924
ALDH1A1	5	0.24754	1.3799	0.030823	0.2585	0.16762	0.55193
ALDH1A2	5	-0.063654	-0.45958	0.76613	0.93767	0.64581	0.8432
ALDH1A3	5	0.222	1.3417	0.055204	0.36035	0.17969	0.56277
ALDH1B1	5	0.13945	1.1954	0.23059	0.66115	0.23194	0.60055
ALDH1L1	5	0.1824	1.3582	0.11596	0.5068	0.17441	0.55541
ALDH1L2	5	0.034812	0.26289	0.71676	0.91982	0.79264	0.91301
ALDH2	5	0.20018	1.2638	0.083528	0.43964	0.2063	0.57887
ALDH3A1	5	0.28181	1.8978	0.013384	0.15331	0.057718	0.42587
ALDH3A2	5	0.10966	1.4308	0.34683	0.76102	0.15248	0.53987
ALDH3B2	5	-0.027517	-0.2271	0.94641	0.9889	0.82035	0.9247
ALDH4A1	5	0.2452	1.4677	0.032711	0.26664	0.1422	0.53216
ALDH5A1	5	-0.119	-0.93937	0.54726	0.86295	0.34754	0.67059
ALDH6A1	5	-0.016633	-0.15416	0.99783	0.99928	0.87748	0.95136
ALDH7A1	5	-0.0091794	-0.051831	0.95957	0.99042	0.95866	0.98492
ALDH8A1	5	0.18757	1.5409	0.10663	0.49055	0.12334	0.51805
ALDH9A1	5	-0.14542	-0.78109	0.46068	0.82679	0.43475	0.72521
ALDOA	5	-1.0793	-3.5374	0.00027769	0.0085034	0.00040402	0.012991
ALDOB	5	0.22828	1.6061	0.047928	0.33282	0.10825	0.50222
ALDOC	5	-0.39121	-2.2811	0.074309	0.41721	0.022543	0.25208
ALG1	4	-0.41967	-2.6078	0.085694	0.44531	0.0091134	0.13075
ALG10	3	-0.17697	-0.99491	0.43547	0.81694	0.31978	0.6538
ALG10B	3	-0.44938	-2.0657	0.11057	0.49627	0.038852	0.36061
ALG11	5	-1.2727	-3.0782	0.00011107	0.004386	0.0020828	0.04291
ALG12	5	0.099271	1.1176	0.39009	0.7882	0.26376	0.61888
ALG13	11	-0.0011818	-0.01137	0.79979	0.9495	0.99093	0.99696
ALG14	5	-0.088187	-0.54861	0.66256	0.90291	0.58327	0.80851
ALG1L	2	-0.80867	-1.9109	0.043541	0.31398	0.056017	0.42238
ALG2	5	-1.9762	-5.3684	0	0	7.943e-08	3.5755e-05
ALG3	5	0.16125	0.9624	0.16678	0.58515	0.33585	0.66204
ALG5	5	-0.022347	-0.14073	0.97101	0.99088	0.88808	0.95698
ALG6	5	0.00043042	0.0034397	0.9077	0.97974	0.99726	0.99964
ALG8	5	-0.032085	-0.20494	0.92253	0.98342	0.83762	0.93292
ALG9	5	0.0083529	0.074305	0.86277	0.96773	0.94077	0.97806
ALK	5	-0.05393	-0.41221	0.81173	0.95318	0.68019	0.85959
ALKBH1	5	0.044633	0.32891	0.66145	0.90255	0.74222	0.89095
ALKBH2	5	0.11308	0.90245	0.33139	0.74615	0.36682	0.68339
ALKBH3	5	-0.0020309	-0.017054	0.92097	0.98305	0.98639	0.9948
ALKBH4	5	-0.37079	-2.2696	0.089192	0.45342	0.02323	0.25804
ALKBH5	5	0.19333	1.2289	0.096079	0.47044	0.2191	0.58963
ALKBH6	5	0.034799	0.38914	0.71687	0.91984	0.69718	0.86756
ALKBH7	5	0.066657	0.44258	0.54537	0.86171	0.65807	0.84856
ALKBH8	5	0.058742	0.49932	0.58686	0.87799	0.61755	0.82728
ALLC	5	-0.15184	-1.2405	0.44219	0.8188	0.21478	0.58604
ALMS1	5	-0.31219	-2.1014	0.13823	0.54153	0.035605	0.34302
ALOX12	5	0.082046	0.82537	0.47101	0.83286	0.40916	0.70994
ALOX12B	5	0.06812	0.50344	0.53804	0.85909	0.61466	0.82587
ALOX15	5	0.28053	1.5009	0.013995	0.15819	0.13337	0.52696
ALOX15B	5	0.1236	0.89718	0.28757	0.71224	0.36962	0.68516
ALOX5	5	-0.14739	-1.1759	0.45446	0.82426	0.23965	0.6038
ALOX5AP	5	0.08867	0.79887	0.43941	0.81817	0.42436	0.71851
ALOXE3	5	0.2785	1.7323	0.014551	0.16193	0.083219	0.47083
ALPI	5	0.042873	0.30569	0.67272	0.90653	0.75984	0.89928
ALPK1	5	0.011076	0.096362	0.84788	0.96415	0.92323	0.97198
ALPK2	5	0.25088	1.8047	0.028046	0.24373	0.07112	0.45139
ALPK3	5	-0.14362	-1.1425	0.46657	0.83022	0.25324	0.61362
ALPL	5	0.18259	1.1475	0.11541	0.50498	0.25117	0.61176
ALPP	3	0.18676	1.1021	0.21798	0.64589	0.27042	0.62361
ALPPL2	3	0.11934	1.0156	0.44591	0.81996	0.30982	0.64744
ALS2	5	0.10589	0.86863	0.36127	0.77021	0.38505	0.6944
ALS2CL	10	-0.12502	-1.3453	0.42558	0.81109	0.17854	0.56183
ALS2CR11	5	0.14471	1.2264	0.21321	0.64058	0.22003	0.59015
ALS2CR12	5	0.046313	0.25315	0.65206	0.89886	0.80015	0.91543
ALX1	5	0.17044	0.67238	0.1434	0.54948	0.50134	0.76435
ALX3	5	-0.3845	-2.1064	0.079029	0.4293	0.035171	0.34076
ALX4	5	0.074135	0.85483	0.50855	0.84836	0.39265	0.69931
ALYREF	5	-1.1081	-3.9287	0.00016661	0.0059172	8.5417e-05	0.0041234
AMACR	5	0.042401	0.4041	0.67494	0.90723	0.68614	0.86288
AMBN	4	0.044136	0.16932	0.72109	0.92137	0.86555	0.94555
AMBP	5	0.22951	1.6564	0.046651	0.32736	0.097641	0.48912
AMBRA1	5	0.24797	1.5298	0.030601	0.2577	0.12606	0.52069
AMD1	5	-0.19987	-1.1908	0.31989	0.73853	0.23372	0.60122
AMDHD1	5	0.10619	0.76939	0.3601	0.76925	0.44166	0.72991
AMDHD2	5	-0.089555	-1.1153	0.65656	0.90093	0.26471	0.61961
AMELX	6	0.12643	1.1872	0.22831	0.65919	0.23515	0.6014
AMELY	5	0.2713	1.6118	0.016994	0.17801	0.107	0.4998
AMER1	5	0.090308	0.74286	0.43025	0.81303	0.45757	0.73963
AMER2	5	0.085053	0.694	0.45696	0.82521	0.48768	0.75578
AMER3	5	-0.054869	-0.41517	0.80756	0.95232	0.67802	0.85829
AMFR	5	0.055028	0.42713	0.6063	0.88384	0.66929	0.85481
AMH	4	0.10021	0.85752	0.44452	0.81921	0.39116	0.69789
AMHR2	5	0.10803	0.98765	0.35288	0.76453	0.32332	0.6559
AMICA1	5	0.040686	0.28904	0.68299	0.9093	0.77255	0.9052
AMIGO1	5	-0.10517	-1.2244	0.59375	0.8782	0.22079	0.59115
AMIGO2	5	0.005545	0.046758	0.87893	0.9711	0.96271	0.98671
AMIGO3	5	0.23573	1.0898	0.041153	0.30344	0.27579	0.62662
AMMECR1	5	0.29183	1.6141	0.010163	0.12842	0.10651	0.49954
AMMECR1L	5	-0.049743	-0.36947	0.83339	0.95971	0.71178	0.87583
AMN	5	0.084484	0.59819	0.4589	0.82605	0.54971	0.79017
AMN1	5	0.092856	1.1164	0.41925	0.80773	0.26426	0.61924
AMOT	5	0.16354	1.2614	0.16089	0.57572	0.20717	0.57968
AMOTL1	5	0.080284	0.71765	0.4789	0.83644	0.47297	0.7479
AMOTL2	5	0.035873	0.50111	0.7101	0.9181	0.6163	0.82709
AMPD1	5	0.13134	0.5749	0.25936	0.69103	0.56536	0.7997
AMPD2	5	0.0097029	0.073237	0.8551	0.96558	0.94162	0.97845
AMPD3	5	0.22939	1.5266	0.046707	0.32762	0.12687	0.52078
AMPH	5	-0.031822	-0.32382	0.9238	0.98374	0.74607	0.89338
AMT	5	0.071863	0.37009	0.51877	0.85065	0.71132	0.87564
AMTN	5	0.04844	0.30973	0.64073	0.89678	0.75677	0.89783
AMY1B	1	-0.42631	-1.3089	0.25069	0.68141	0.19056	0.56919
AMY2A	3	0.042101	0.21739	0.77757	0.94133	0.8279	0.92944
AMY2B	1	0.055496	0.76713	0.89815	0.97645	0.443	0.73052
AMZ1	5	0.17794	1.6557	0.12568	0.52131	0.097777	0.48912
AMZ2	5	-0.19597	-1.0451	0.32878	0.74542	0.296	0.6375
ANAPC1	4	-1.5506	-3.7175	0	0	0.00020123	0.0076103
ANAPC10	5	-1.4635	-4.4439	0	0	8.8363e-06	0.00081177
ANAPC11	9	-0.76291	-3.3607	0.00016661	0.0059172	0.00077734	0.02096
ANAPC13	3	-0.05858	-0.42523	0.78502	0.9446	0.67067	0.85533
ANAPC15	6	-0.058515	-0.57224	0.78874	0.94638	0.56716	0.8009
ANAPC16	5	-0.033315	-0.29849	0.91669	0.98209	0.76533	0.90269
ANAPC2	5	-1.1098	-3.6745	0.00016661	0.0059172	0.00023832	0.0086517
ANAPC4	5	-0.86267	-2.4823	0.001444	0.03202	0.013055	0.17108
ANAPC5	5	-0.82495	-2.424	0.0019438	0.039194	0.015351	0.19049
ANAPC7	5	-0.026164	-0.24314	0.95352	0.98997	0.8079	0.91912
ANG	5	-0.15634	-1.3791	0.42952	0.81299	0.16786	0.55193
ANGEL1	5	0.077827	0.86299	0.48978	0.84175	0.38814	0.69606
ANGEL2	5	-0.064957	-0.5476	0.76069	0.93521	0.58397	0.80863
ANGPT1	5	0.13779	1.0604	0.23625	0.66698	0.28895	0.63341
ANGPT2	5	0.23531	1.5704	0.04132	0.30405	0.11633	0.51126
ANGPT4	5	0.18046	1.264	0.1204	0.51509	0.20624	0.57887
ANGPTL1	5	0.1233	0.67444	0.28896	0.71313	0.50003	0.76371
ANGPTL2	5	0.083463	0.89015	0.46412	0.82931	0.37339	0.68752
ANGPTL3	5	0.098227	0.4939	0.39487	0.79234	0.62138	0.82908
ANGPTL4	5	-0.0099395	-0.12148	0.96285	0.99042	0.90331	0.96314
ANGPTL5	5	-0.092174	-0.50475	0.64523	0.89703	0.61374	0.8255
ANGPTL6	5	0.028938	0.23747	0.74736	0.93059	0.81229	0.92146
ANGPTL7	5	0.19877	1.1592	0.085583	0.44499	0.24638	0.60722
ANHX	5	0.1387	0.91646	0.2332	0.6645	0.35943	0.67797
ANK1	13	-0.041426	-0.54673	0.90159	0.97749	0.58457	0.8088
ANK2	5	0.067958	0.69591	0.53882	0.85957	0.48648	0.75519
ANK3	5	-0.12794	-0.89272	0.51672	0.85017	0.37201	0.68651
ANKAR	5	0.08171	1.1979	0.47256	0.83332	0.23094	0.59977
ANKDD1A	5	0.01646	0.17728	0.81923	0.95581	0.85929	0.94335
ANKDD1B	5	0.21702	1.3531	0.060535	0.37534	0.17601	0.55717
ANKEF1	5	0.144	1.2748	0.21521	0.64273	0.20238	0.57681
ANKFN1	5	0.0016721	0.016876	0.89987	0.97714	0.98654	0.99488
ANKFY1	5	0.17634	1.0378	0.12885	0.52644	0.29936	0.63898
ANKH	5	0.25976	1.5303	0.022992	0.21596	0.12595	0.52069
ANKHD1	5	-0.09138	-0.66733	0.64839	0.89787	0.50456	0.76595
ANKHD1-EIF4EBP3	5	-0.29418	-2.2655	0.15856	0.57192	0.023485	0.25991
ANKIB1	5	-0.13866	-1.2395	0.48267	0.83801	0.21515	0.58617
ANKK1	5	0.21894	1.3121	0.058147	0.36827	0.18949	0.56835
ANKLE1	5	0.13985	1.2411	0.2292	0.6599	0.21457	0.58591
ANKLE2	5	-1.4637	-4.1517	0	0	3.3002e-05	0.0020851
ANKMY1	5	-0.1141	-0.96326	0.56381	0.86906	0.33542	0.66204
ANKMY2	5	-0.31817	-1.2639	0.13279	0.53323	0.20626	0.57887
ANKRA2	5	0.040664	0.19415	0.68311	0.9093	0.84606	0.93668
ANKRD1	5	-0.05668	-0.58502	0.7989	0.94922	0.55853	0.79602
ANKRD10	5	0.20821	1.3098	0.071421	0.40909	0.19025	0.56857
ANKRD11	5	0.12972	1.0129	0.26547	0.69798	0.31111	0.64757
ANKRD12	5	0.13009	0.85456	0.26397	0.696	0.39279	0.69943
ANKRD13A	5	0.077227	0.71209	0.49278	0.84261	0.47641	0.75
ANKRD13B	5	-0.28805	-1.6341	0.16544	0.58328	0.10223	0.49443
ANKRD13C	4	-0.025361	-0.20426	0.94052	0.98798	0.83815	0.93314
ANKRD13D	5	0.094068	1.3371	0.41336	0.80395	0.18119	0.56345
ANKRD16	5	0.083108	0.99904	0.46562	0.82987	0.31778	0.65286
ANKRD17	5	-0.28393	-2.0141	0.171	0.58854	0.044004	0.38256
ANKRD18A	5	-0.025012	-0.21802	0.95829	0.99042	0.82741	0.92944
ANKRD2	5	0.13693	1.0405	0.2392	0.66894	0.29813	0.63829
ANKRD22	4	0.065847	0.35987	0.61224	0.88615	0.71894	0.87956
ANKRD23	5	-0.13984	-0.88275	0.4789	0.83644	0.37737	0.68895
ANKRD24	5	0.08934	0.76289	0.4358	0.81694	0.44553	0.73195
ANKRD26	5	0.24251	1.3168	0.034655	0.2766	0.1879	0.56728
ANKRD27	5	0.044896	0.39913	0.66039	0.90208	0.6898	0.86444
ANKRD28	5	0.16416	1.1822	0.15906	0.572	0.23713	0.60256
ANKRD29	5	0.16791	0.96893	0.15001	0.55847	0.33258	0.6604
ANKRD30A	5	0.31095	1.1887	0.0051649	0.078547	0.23455	0.60122
ANKRD30B	5	0.10666	0.67325	0.35816	0.7681	0.50079	0.76408
ANKRD31	5	-0.21108	-1.1221	0.29412	0.71608	0.26181	0.61768
ANKRD32	5	-0.031179	-0.37723	0.92686	0.98478	0.706	0.87313
ANKRD33	5	-0.11784	-0.98999	0.55159	0.86437	0.32218	0.65527
ANKRD33B	5	0.12627	0.9226	0.27863	0.70782	0.35621	0.6753
ANKRD34A	5	-0.02368	-0.23272	0.96435	0.99042	0.81598	0.92272
ANKRD34B	5	-0.0269	-0.10966	0.94957	0.9889	0.91268	0.96732
ANKRD34C	5	0.09249	0.74383	0.42103	0.80905	0.45698	0.73917
ANKRD35	4	-0.25649	-1.7353	0.25297	0.68428	0.082692	0.46975
ANKRD36	5	-0.53075	-2.1331	0.020382	0.20022	0.032914	0.32728
ANKRD37	5	0.15887	1.3732	0.17144	0.58879	0.1697	0.55293
ANKRD39	5	-0.36625	-2.4557	0.092136	0.46096	0.01406	0.17866
ANKRD40	5	0.058389	0.35918	0.58891	0.87799	0.71946	0.87983
ANKRD42	5	0.2465	1.2149	0.031656	0.26301	0.22439	0.59482
ANKRD44	5	0.11522	1.2752	0.32278	0.74114	0.20223	0.57681
ANKRD45	5	0.33769	1.4846	0.0025547	0.048168	0.13764	0.52951
ANKRD46	5	0.13442	0.83366	0.24808	0.67929	0.40448	0.70736
ANKRD49	5	0.025255	0.15202	0.77019	0.93916	0.87917	0.95209
ANKRD50	5	0.23537	1.4127	0.04132	0.30405	0.15773	0.54367
ANKRD52	5	-0.39841	-2.6492	0.070143	0.40507	0.0080688	0.12077
ANKRD53	5	-0.36645	-2.2787	0.09208	0.46094	0.022687	0.25326
ANKRD54	5	-0.19521	-1.1132	0.33106	0.74615	0.26562	0.6202
ANKRD55	5	0.34922	1.8957	0.0019438	0.039194	0.057999	0.42587
ANKRD6	5	0.0089202	0.074759	0.85966	0.96689	0.94041	0.97787
ANKRD61	5	0.28564	1.7277	0.012107	0.14314	0.084037	0.47152
ANKRD62	5	0.15413	1.0498	0.18411	0.60449	0.29381	0.63579
ANKRD65	9	-0.27047	-1.8738	0.093691	0.46435	0.060964	0.43186
ANKRD66	5	0.035279	0.27181	0.71337	0.9181	0.78577	0.91075
ANKRD7	5	-0.032927	-0.14196	0.91869	0.98273	0.88711	0.95638
ANKRD9	5	0.047185	0.30952	0.64701	0.89734	0.75692	0.89784
ANKS1A	5	0.013468	0.18117	0.83505	0.96009	0.85623	0.94208
ANKS1B	16	0.071677	0.84413	0.21421	0.64155	0.3986	0.70349
ANKS3	5	-0.012834	-0.17074	0.97734	0.99289	0.86443	0.94511
ANKS4B	5	-0.047186	-0.35943	0.84489	0.96269	0.71927	0.87983
ANKS6	5	-0.064466	-0.68779	0.7628	0.93615	0.49158	0.75858
ANKZF1	5	-0.13816	-1.262	0.48434	0.83865	0.20694	0.57968
ANLN	5	-0.12348	-0.97581	0.53066	0.85634	0.32916	0.6586
ANO1	5	-0.080372	-0.91392	0.69543	0.91315	0.36076	0.6794
ANO10	5	0.067683	0.43795	0.54049	0.86017	0.66142	0.85036
ANO3	5	0.068104	0.48217	0.5381	0.85911	0.62968	0.83307
ANO4	5	0.070772	0.4925	0.52377	0.85288	0.62237	0.82955
ANO5	5	0.15116	0.88386	0.1926	0.61588	0.37677	0.68872
ANO6	5	0.19099	1.7175	0.1003	0.47614	0.085892	0.47531
